Cl.,ExRt,From,To,Valid from,ConversionRate0,Ratio (from),Ratio (to)
010,A006,GBP,EUR,01.12.2019,0.8473,0,0
010,A006,GBP,EUR,01.11.2019,0.8576,0,0
010,A006,GBP,EUR,01.10.2019,0.8754,0,0
010,A006,GBP,EUR,01.09.2019,0.8909,0,0
010,A006,GBP,EUR,01.08.2019,0.9155,0,0
010,A006,GBP,EUR,01.07.2019,0.8994,0,0
010,A006,GBP,EUR,01.06.2019,0.8911,0,0
010,A006,GBP,EUR,01.05.2019,0.8718,0,0
010,A006,GBP,EUR,01.04.2019,0.8618,0,0
010,A006,GBP,EUR,01.03.2019,0.8582,0,0
010,A006,GBP,EUR,01.02.2019,0.8726,0,0
010,A006,GBP,EUR,01.01.2019,0.886,0,0
010,A006,GBP,EUR,01.12.2018,0.8977,0,0
010,A006,GBP,EUR,01.11.2018,0.8812,0,0
010,A006,GBP,EUR,01.10.2018,0.8827,0,0
010,A006,GBP,EUR,01.09.2018,0.8928,0,0
010,A006,GBP,EUR,01.08.2018,0.8969,0,0
010,A006,GBP,EUR,01.07.2018,0.8873,0,0
010,A006,GBP,EUR,01.06.2018,0.8789,0,0
010,A006,GBP,EUR,01.05.2018,0.8773,0,0
010,A006,GBP,EUR,01.04.2018,0.8721,0,0
010,A006,GBP,EUR,01.03.2018,0.8829,0,0
010,A006,GBP,EUR,01.02.2018,0.884,0,0
010,A006,GBP,EUR,01.01.2018,0.8833,0,0
010,A006,GBP,USD,01.02.2022,1.3537,0,0
010,A006,GBP,USD,01.01.2022,1.355,0,0
010,A006,GBP,USD,01.12.2021,1.3319,0,0
010,A006,GBP,USD,01.11.2021,1.3462,0,0
010,A006,GBP,USD,01.10.2021,1.3698,0,0
010,A006,GBP,USD,01.09.2021,1.3737,0,0
010,A006,GBP,USD,01.08.2021,1.3803,0,0
010,A006,GBP,USD,01.07.2021,1.3809,0,0
010,A006,GBP,USD,01.06.2021,1.4029,0,0
010,A006,GBP,USD,01.05.2021,1.4081,0,0
010,A006,GBP,USD,01.04.2021,1.3844,0,0
010,A006,GBP,USD,01.03.2021,1.3857,0,0
010,A006,GBP,USD,01.02.2021,1.3864,0,0
010,A006,GBP,USD,01.01.2021,1.3635,0,0
010,A006,GBP,USD,01.12.2020,1.3429,0,0
010,A006,GBP,USD,01.11.2020,1.3212,0,0
010,A006,GBP,USD,01.10.2020,1.2977,0,0
010,A006,GBP,USD,01.09.2020,1.2968,0,0
010,A006,GBP,USD,01.08.2020,1.3131,0,0
010,A006,GBP,USD,01.07.2020,1.2671,0,0
010,A006,GBP,USD,01.06.2020,1.2523,0,0
010,A006,GBP,USD,01.05.2020,1.2293,0,0
010,A006,GBP,USD,01.04.2020,1.2407,0,0
010,A006,GBP,USD,01.03.2020,1.2378,0,0
010,A006,GBP,USD,01.02.2020,1.2968,0,0
010,A006,GBP,USD,01.01.2020,1.3071,0,0
010,A006,GHS,EUR,01.02.2022,7.39,0,0
010,A006,GHS,EUR,01.01.2022,7.03,0,0
010,A006,GHS,EUR,01.12.2021,6.96,0,0
010,A006,GHS,EUR,01.11.2021,6.99,0,0
010,A006,GHS,EUR,01.10.2021,7.05,0,0
010,A006,GHS,EUR,01.09.2021,7.1,0,0
010,A006,GHS,EUR,01.08.2021,7.07,0,0
010,A006,GHS,EUR,01.07.2021,7.02,0,0
010,A006,GHS,USD,01.02.2022,6.52,0,0
010,A006,GHS,USD,01.01.2022,6.22,0,0
010,A006,GHS,USD,01.12.2021,6.16,0,0
010,A006,GHS,USD,01.11.2021,6.12,0,0
010,A006,GHS,USD,01.10.2021,6.07,0,0
010,A006,GHS,USD,01.09.2021,6.03,0,0
010,A006,GHS,USD,01.08.2021,6.0,0,0
010,A006,GHS,USD,01.07.2021,5.94,0,0
010,A006,GTQ,EUR,01.02.2022,8.7322,0,0
010,A006,GTQ,EUR,01.01.2022,8.7189,0,0
010,A006,GTQ,EUR,01.12.2021,8.7357,0,0
010,A006,GTQ,EUR,01.11.2021,8.8317,0,0
010,A006,GTQ,EUR,01.10.2021,8.9783,0,0
010,A006,GTQ,EUR,01.09.2021,9.107,0,0
010,A006,GTQ,EUR,01.08.2021,9.1174,0,0
010,A006,GTQ,EUR,01.07.2021,9.161,0,0
010,A006,GTQ,USD,01.02.2022,7.6992,0,0
010,A006,GTQ,USD,01.01.2022,7.706,0,0
010,A006,GTQ,USD,01.12.2021,7.7282,0,0
010,A006,GTQ,USD,01.11.2021,7.7375,0,0
010,A006,GTQ,USD,01.10.2021,7.7389,0,0
010,A006,GTQ,USD,01.09.2021,7.7373,0,0
010,A006,GTQ,USD,01.08.2021,7.7451,0,0
010,A006,GTQ,USD,01.07.2021,7.7492,0,0
010,A006,HKD,EUR,01.02.2022,8.8461,0,0
010,A006,HKD,EUR,01.01.2022,8.8166,0,0
010,A006,HKD,EUR,01.12.2021,8.8155,0,0
010,A006,HKD,EUR,01.11.2021,8.8922,0,0
010,A006,HKD,EUR,01.10.2021,9.0257,0,0
010,A006,HKD,EUR,01.09.2021,9.1583,0,0
010,A006,HKD,EUR,01.08.2021,9.1633,0,0
010,A006,HKD,EUR,01.07.2021,9.1862,0,0
010,A006,HKD,EUR,01.06.2021,9.3507,0,0
010,A006,HKD,EUR,01.05.2021,9.4317,0,0
010,A006,HKD,EUR,01.04.2021,9.3064,0,0
010,A006,HKD,EUR,01.03.2021,9.24,0,0
010,A006,HKD,EUR,01.02.2021,9.3794,0,0
010,A006,HKD,EUR,01.01.2021,9.4362,0,0
010,A006,HKD,EUR,01.12.2020,9.4341,0,0
010,A006,HKD,EUR,01.11.2020,9.1775,0,0
010,A006,HKD,EUR,01.10.2020,9.1262,0,0
010,A006,HKD,EUR,01.09.2020,9.1393,0,0
010,A006,HKD,EUR,01.08.2020,9.1671,0,0
010,A006,HKD,EUR,01.07.2020,8.8854,0,0
010,A006,HKD,EUR,01.06.2020,8.7226,0,0
010,A006,HKD,EUR,01.05.2020,8.4511,0,0
010,A006,HKD,EUR,01.04.2020,8.4194,0,0
010,A006,HKD,EUR,01.03.2020,8.5907,0,0
010,A006,HKD,EUR,01.02.2020,8.4785,0,0
010,A006,HKD,EUR,01.01.2020,8.6283,0,0
010,A006,HKD,EUR,01.12.2019,8.6744,0,0
010,A006,HKD,EUR,01.11.2019,8.6511,0,0
010,A006,HKD,EUR,01.10.2019,8.6678,0,0
010,A006,HKD,EUR,01.09.2019,8.6224,0,0
010,A006,HKD,EUR,01.08.2019,8.7243,0,0
010,A006,HKD,EUR,01.07.2019,8.7638,0,0
010,A006,HKD,EUR,01.06.2019,8.8383,0,0
010,A006,HKD,EUR,01.05.2019,8.7779,0,0
010,A006,HKD,EUR,01.04.2019,8.8164,0,0
010,A006,HKD,EUR,01.03.2019,8.8718,0,0
010,A006,HKD,EUR,01.02.2019,8.9082,0,0
010,A006,HKD,EUR,01.01.2019,8.9527,0,0
010,A006,HKD,EUR,01.12.2018,8.9026,0,0
010,A006,HKD,EUR,01.11.2018,8.9,0,0
010,A006,HKD,EUR,01.10.2018,9.0011,0,0
010,A006,HKD,EUR,01.09.2018,9.1375,0,0
010,A006,HKD,EUR,01.08.2018,9.0655,0,0
010,A006,HKD,EUR,01.07.2018,9.1708,0,0
010,A006,HKD,EUR,01.06.2018,9.1642,0,0
010,A006,HKD,EUR,01.05.2018,9.2755,0,0
010,A006,HKD,EUR,01.04.2018,9.635,0,0
010,A006,HKD,EUR,01.03.2018,9.6726,0,0
010,A006,HKD,EUR,01.02.2018,9.6585,0,0
010,A006,HKD,EUR,01.01.2018,9.5394,0,0
010,A006,HKD,USD,01.02.2022,7.7995,0,0
010,A006,HKD,USD,01.01.2022,7.7923,0,0
010,A006,HKD,USD,01.12.2021,7.7987,0,0
010,A006,HKD,USD,01.11.2021,7.7906,0,0
010,A006,HKD,USD,01.10.2021,7.7798,0,0
010,A006,HKD,USD,01.09.2021,7.7809,0,0
010,A006,HKD,USD,01.08.2021,7.7841,0,0
010,A006,HKD,USD,01.07.2021,7.7705,0,0
010,A006,HKD,USD,01.06.2021,7.7619,0,0
010,A006,HKD,USD,01.05.2021,7.7654,0,0
010,A006,HKD,USD,01.04.2021,7.7689,0,0
010,A006,HKD,USD,01.03.2021,7.7653,0,0
010,A006,HKD,USD,01.02.2021,7.7529,0,0
010,A006,HKD,USD,01.01.2021,7.7531,0,0
010,A006,HKD,USD,01.12.2020,7.7521,0,0
010,A006,HKD,USD,01.11.2020,7.7526,0,0
010,A006,HKD,USD,01.10.2020,7.7504,0,0
010,A006,HKD,USD,01.09.2020,7.7502,0,0
010,A006,HKD,USD,01.07.2020,7.7511,0,0
010,A006,HKD,USD,01.06.2020,7.7503,0,0
010,A006,HKD,USD,01.05.2020,7.752,0,0
010,A006,HKD,USD,01.04.2020,7.7513,0,0
010,A006,HKD,USD,01.03.2020,7.7649,0,0
010,A006,HKD,USD,01.02.2020,7.7749,0,0
010,A006,HKD,USD,01.01.2020,7.7729,0,0
010,A006,HRK,EUR,01.02.2022,7.5338,0,0
010,A006,HRK,EUR,01.01.2022,7.5247,0,0
010,A006,HRK,EUR,01.12.2021,7.5201,0,0
010,A006,HRK,EUR,01.11.2021,7.5195,0,0
010,A006,HRK,EUR,01.10.2021,7.5135,0,0
010,A006,HRK,EUR,01.09.2021,7.4924,0,0
010,A006,HRK,EUR,01.08.2021,7.496,0,0
010,A006,HRK,EUR,01.07.2021,7.5027,0,0
010,A006,HRK,USD,01.02.2022,6.6428,0,0
010,A006,HRK,USD,01.01.2022,6.6509,0,0
010,A006,HRK,USD,01.12.2021,6.6527,0,0
010,A006,HRK,USD,01.11.2021,6.5889,0,0
010,A006,HRK,USD,01.10.2021,6.4763,0,0
010,A006,HRK,USD,01.09.2021,6.3658,0,0
010,A006,HRK,USD,01.08.2021,6.3679,0,0
010,A006,HRK,USD,01.07.2021,6.3466,0,0
010,A006,HTG,EUR,01.02.2022,116.7548,0,0
010,A006,HTG,EUR,01.01.2022,115.3082,0,0
010,A006,HTG,EUR,01.12.2021,113.6804,0,0
010,A006,HTG,EUR,01.11.2021,112.7833,0,0
010,A006,HTG,EUR,01.10.2021,114.7592,0,0
010,A006,HTG,EUR,01.09.2021,115.2689,0,0
010,A006,HTG,EUR,01.08.2021,114.2094,0,0
010,A006,HTG,EUR,01.07.2021,111.6966,0,0
010,A006,HTG,USD,01.02.2022,102.9434,0,0
010,A006,HTG,USD,01.01.2022,101.913,0,0
010,A006,HTG,USD,01.12.2021,100.5691,0,0
010,A006,HTG,USD,01.11.2021,98.8121,0,0
010,A006,HTG,USD,01.10.2021,98.9187,0,0
010,A006,HTG,USD,01.09.2021,97.9333,0,0
010,A006,HTG,USD,01.08.2021,97.0196,0,0
010,A006,HTG,USD,01.07.2021,94.4856,0,0
010,A006,HUF,EUR,01.02.2022,356.97,0,0
010,A006,HUF,EUR,01.01.2022,358.68,0,0
010,A006,HUF,EUR,01.12.2021,367.5,0,0
010,A006,HUF,EUR,01.11.2021,364.5,0,0
010,A006,HUF,EUR,01.10.2021,360.82,0,0
010,A006,HUF,EUR,01.09.2021,352.51,0,0
010,A006,HUF,EUR,01.08.2021,351.84,0,0
010,A006,HUF,EUR,01.07.2021,357.26,0,0
010,A006,HUF,EUR,01.06.2021,349.94,0,0
010,A006,HUF,EUR,01.05.2021,353.65,0,0
010,A006,HUF,EUR,01.04.2021,360.58,0,0
010,A006,HUF,EUR,01.03.2021,365.61,0,0
010,A006,HUF,EUR,01.02.2021,358.15,0,0
010,A006,HUF,EUR,01.01.2021,359.19,0,0
010,A006,HUF,EUR,01.12.2020,359.02,0,0
010,A006,HUF,EUR,01.11.2020,359.84,0,0
010,A006,HUF,EUR,01.10.2020,362.53,0,0
010,A006,HUF,EUR,01.09.2020,360.61,0,0
010,A006,HUF,EUR,01.08.2020,348.9281,0,0
010,A006,HUF,EUR,01.07.2020,351.16,0,0
010,A006,HUF,EUR,01.06.2020,347.69,0,0
010,A006,HUF,EUR,01.05.2020,350.76,0,0
010,A006,HUF,EUR,01.04.2020,356.69,0,0
010,A006,HUF,EUR,01.03.2020,345.68,0,0
010,A006,HUF,EUR,01.02.2020,337.17,0,0
010,A006,HUF,EUR,01.01.2020,334.38,0,0
010,A006,HUF,EUR,01.12.2019,330.71,0,0
010,A006,HUF,EUR,01.11.2019,333.62,0,0
010,A006,HUF,EUR,01.10.2019,331.46,0,0
010,A006,HUF,EUR,01.09.2019,332.45,0,0
010,A006,HUF,EUR,01.08.2019,326.91,0,0
010,A006,HUF,EUR,01.07.2019,325.27,0,0
010,A006,HUF,EUR,01.06.2019,322.56,0,0
010,A006,HUF,EUR,01.05.2019,324.98,0,0
010,A006,HUF,EUR,01.04.2019,321.18,0,0
010,A006,HUF,EUR,01.03.2019,315.92,0,0
010,A006,HUF,EUR,01.02.2019,317.91,0,0
010,A006,HUF,EUR,01.01.2019,319.8,0,0
010,A006,HUF,EUR,01.12.2018,322.74,0,0
010,A006,HUF,EUR,01.11.2018,322.33,0,0
010,A006,HUF,EUR,01.10.2018,323.84,0,0
010,A006,HUF,EUR,01.09.2018,324.82,0,0
010,A006,HUF,EUR,01.08.2018,323.02,0,0
010,A006,HUF,EUR,01.07.2018,324.6,0,0
010,A006,HUF,EUR,01.06.2018,322.7,0,0
010,A006,HUF,EUR,01.05.2018,316.84,0,0
010,A006,HUF,EUR,01.04.2018,311.72,0,0
010,A006,HUF,EUR,01.03.2018,312.19,0,0
010,A006,HUF,EUR,01.02.2018,311.73,0,0
010,A006,HUF,EUR,01.01.2018,309.27,0,0
010,A006,HUF,USD,01.02.2022,314.78,0,0
010,A006,HUF,USD,01.01.2022,317.03,0,0
010,A006,HUF,USD,01.12.2021,325.11,0,0
010,A006,HUF,USD,01.11.2021,319.43,0,0
010,A006,HUF,USD,01.10.2021,311.01,0,0
010,A006,HUF,USD,01.09.2021,299.53,0,0
010,A006,HUF,USD,01.08.2021,298.89,0,0
010,A006,HUF,USD,01.07.2021,302.21,0,0
010,A006,HUF,USD,01.06.2021,290.53,0,0
010,A006,HUF,USD,01.05.2021,291.2,0,0
010,A006,HUF,USD,01.04.2021,301.03,0,0
010,A006,HUF,USD,01.03.2021,307.28,0,0
010,A006,HUF,USD,01.02.2021,296.05,0,0
010,A006,HUF,USD,01.01.2021,295.14,0,0
010,A006,HUF,USD,01.12.2020,295.01,0,0
010,A006,HUF,USD,01.11.2020,303.99,0,0
010,A006,HUF,USD,01.10.2020,307.88,0,0
010,A006,HUF,USD,01.09.2020,305.83,0,0
010,A006,HUF,USD,01.08.2020,295.0,0,0
010,A006,HUF,USD,01.07.2020,306.46,0,0
010,A006,HUF,USD,01.06.2020,308.94,0,0
010,A006,HUF,USD,01.05.2020,321.77,0,0
010,A006,HUF,USD,01.04.2020,328.39,0,0
010,A006,HUF,USD,01.03.2020,312.68,0,0
010,A006,HUF,USD,01.02.2020,309.21,0,0
010,A006,HUF,USD,01.01.2020,301.25,0,0
010,A006,IDR,EUR,01.02.2022,16.27178,0,0
010,A006,IDR,EUR,01.01.2022,16.22712,0,0
010,A006,IDR,EUR,01.12.2021,16.18417,0,0
010,A006,IDR,EUR,01.11.2021,16.29812,0,0
010,A006,IDR,EUR,01.10.2021,16.45002,0,0
010,A006,IDR,EUR,01.09.2021,16.78139,0,0
010,A006,IDR,EUR,01.08.2021,16.92694,0,0
010,A006,IDR,EUR,01.07.2021,17.1483,0,0
010,A006,IDR,EUR,01.06.2021,17.29586,0,0
010,A006,IDR,EUR,01.05.2021,17.39313,0,0
010,A006,IDR,EUR,01.04.2021,17.41437,0,0
010,A006,IDR,EUR,01.03.2021,17.13525,0,0
010,A006,IDR,EUR,01.02.2021,17.00256,0,0
010,A006,IDR,EUR,01.01.2021,17.11198,0,0
010,A006,IDR,EUR,01.12.2020,17.22683,0,0
010,A006,IDR,EUR,01.11.2020,16.82432,0,0
010,A006,IDR,EUR,01.10.2020,17.34827,0,0
010,A006,IDR,EUR,01.09.2020,17.49199,0,0
010,A006,IDR,EUR,01.08.2020,17.40253,0,0
010,A006,IDR,EUR,01.07.2020,16.65927,0,0
010,A006,IDR,EUR,01.06.2020,15.98712,0,0
010,A006,IDR,EUR,01.05.2020,16.19823,0,0
010,A006,IDR,EUR,01.04.2020,17.17889,0,0
010,A006,IDR,EUR,01.03.2020,16.85113,0,0
010,A006,IDR,EUR,01.02.2020,15.0327,0,0
010,A006,IDR,EUR,01.01.2020,15.2361,0,0
010,A006,IDR,EUR,01.12.2019,15.56887,0,0
010,A006,IDR,EUR,01.11.2019,15.54669,0,0
010,A006,IDR,EUR,01.10.2019,15.60445,0,0
010,A006,IDR,EUR,01.09.2019,15.51184,0,0
010,A006,IDR,EUR,01.08.2019,15.83862,0,0
010,A006,IDR,EUR,01.07.2019,15.7455,0,0
010,A006,IDR,EUR,01.06.2019,16.06027,0,0
010,A006,IDR,EUR,01.05.2019,16.09547,0,0
010,A006,IDR,EUR,01.04.2019,15.89918,0,0
010,A006,IDR,EUR,01.03.2019,16.0595,0,0
010,A006,IDR,EUR,01.02.2019,15.93622,0,0
010,A006,IDR,EUR,01.01.2019,16.16477,0,0
010,A006,IDR,EUR,01.12.2018,16.51215,0,0
010,A006,IDR,EUR,01.11.2018,16.65171,0,0
010,A006,IDR,EUR,01.10.2018,17.42873,0,0
010,A006,IDR,EUR,01.09.2018,17.33845,0,0
010,A006,IDR,EUR,01.08.2018,16.82269,0,0
010,A006,IDR,EUR,01.07.2018,16.83655,0,0
010,A006,IDR,EUR,01.06.2018,16.39339,0,0
010,A006,IDR,EUR,01.05.2018,16.60985,0,0
010,A006,IDR,EUR,01.04.2018,16.95901,0,0
010,A006,IDR,EUR,01.03.2018,16.9731,0,0
010,A006,IDR,EUR,01.02.2018,16.79374,0,0
010,A006,IDR,EUR,01.01.2018,16.31681,0,0
010,A006,IDR,USD,01.02.2022,14.34664,0,0
010,A006,IDR,USD,01.01.2022,14.34208,0,0
010,A006,IDR,USD,01.12.2021,14.31754,0,0
010,A006,IDR,USD,01.11.2021,14.27906,0,0
010,A006,IDR,USD,01.10.2021,14.17931,0,0
010,A006,IDR,USD,01.09.2021,14.2575,0,0
010,A006,IDR,USD,01.08.2021,14.37941,0,0
010,A006,IDR,USD,01.07.2021,14.50569,0,0
010,A006,IDR,USD,01.06.2021,,0,0
010,A006,IDR,USD,01.05.2021,14.32033,0,0
010,A006,IDR,USD,01.04.2021,14.53757,0,0
010,A006,IDR,USD,01.03.2021,14.40091,0,0
010,A006,IDR,USD,01.02.2021,14.05405,0,0
010,A006,IDR,USD,01.01.2021,14.06013,0,0
010,A006,IDR,USD,01.12.2020,14.15558,0,0
010,A006,IDR,USD,01.11.2020,14.21291,0,0
010,A006,IDR,USD,01.10.2020,14.73302,0,0
010,A006,IDR,USD,01.09.2020,14.83358,0,0
010,A006,IDR,USD,01.08.2020,14.71293,0,0
010,A006,IDR,USD,01.07.2020,14.5315,0,0
010,A006,IDR,USD,01.06.2020,14.20558,0,0
010,A006,IDR,USD,01.05.2020,14.85913,0,0
010,A006,IDR,USD,01.04.2020,15.81562,0,0
010,A006,IDR,USD,01.03.2020,15.24404,0,0
010,A006,IDR,USD,01.02.2020,13.785,0,0
010,A006,IDR,USD,01.01.2020,13.7254,0,0
010,A006,ILS,EUR,01.02.2022,3.6452,0,0
010,A006,ILS,EUR,01.01.2022,3.5487,0,0
010,A006,ILS,EUR,01.12.2021,3.5426,0,0
010,A006,ILS,EUR,01.11.2021,3.5588,0,0
010,A006,ILS,EUR,01.10.2021,3.7292,0,0
010,A006,ILS,EUR,01.09.2021,3.7744,0,0
010,A006,ILS,EUR,01.08.2021,3.7941,0,0
010,A006,ILS,EUR,01.07.2021,3.8668,0,0
010,A006,ILS,USD,01.02.2022,3.214,0,0
010,A006,ILS,USD,01.01.2022,3.1366,0,0
010,A006,ILS,USD,01.12.2021,3.134,0,0
010,A006,ILS,USD,01.11.2021,3.1179,0,0
010,A006,ILS,USD,01.10.2021,3.2144,0,0
010,A006,ILS,USD,01.09.2021,3.2067,0,0
010,A006,ILS,USD,01.08.2021,3.2231,0,0
010,A006,ILS,USD,01.07.2021,3.2709,0,0
010,A006,INR,EUR,01.02.2022,85.0312,0,0
010,A006,INR,EUR,01.01.2022,84.2273,0,0
010,A006,INR,EUR,01.12.2021,85.1762,0,0
010,A006,INR,EUR,01.11.2021,85.0038,0,0
010,A006,INR,EUR,01.10.2021,86.9571,0,0
010,A006,INR,EUR,01.09.2021,86.633,0,0
010,A006,INR,EUR,01.08.2021,87.2573,0,0
010,A006,INR,EUR,01.07.2021,88.1134,0,0
010,A006,INR,EUR,01.06.2021,88.6298,0,0
010,A006,INR,EUR,01.05.2021,88.9171,0,0
010,A006,INR,EUR,01.04.2021,89.421,0,0
010,A006,INR,EUR,01.03.2021,86.655,0,0
010,A006,INR,EUR,01.02.2021,88.0756,0,0
010,A006,INR,EUR,01.01.2021,88.9936,0,0
010,A006,INR,EUR,01.12.2020,89.6081,0,0
010,A006,INR,EUR,01.11.2020,87.8553,0,0
010,A006,INR,EUR,01.10.2020,86.5891,0,0
010,A006,INR,EUR,01.09.2020,86.7266,0,0
010,A006,INR,EUR,01.08.2020,88.2309,0,0
010,A006,INR,EUR,01.07.2020,85.8847,0,0
010,A006,INR,EUR,01.06.2020,85.2212,0,0
010,A006,INR,EUR,01.05.2020,82.4983,0,0
010,A006,INR,EUR,01.04.2020,82.7869,0,0
010,A006,INR,EUR,01.03.2020,82.4374,0,0
010,A006,INR,EUR,01.02.2020,77.9818,0,0
010,A006,INR,EUR,01.01.2020,79.1342,0,0
010,A006,INR,EUR,01.12.2019,79.1092,0,0
010,A006,INR,EUR,01.11.2019,78.9799,0,0
010,A006,INR,EUR,01.10.2019,78.5177,0,0
010,A006,INR,EUR,01.09.2019,78.5678,0,0
010,A006,INR,EUR,01.08.2019,79.1902,0,0
010,A006,INR,EUR,01.07.2019,77.1279,0,0
010,A006,INR,EUR,01.06.2019,78.4078,0,0
010,A006,INR,EUR,01.05.2019,78.0798,0,0
010,A006,INR,EUR,01.04.2019,78.0027,0,0
010,A006,INR,EUR,01.03.2019,78.5605,0,0
010,A006,INR,EUR,01.02.2019,80.8601,0,0
010,A006,INR,EUR,01.01.2019,80.7983,0,0
010,A006,INR,EUR,01.12.2018,80.6166,0,0
010,A006,INR,EUR,01.11.2018,81.5611,0,0
010,A006,INR,EUR,01.10.2018,84.5447,0,0
010,A006,INR,EUR,01.09.2018,84.2109,0,0
010,A006,INR,EUR,01.08.2018,80.426,0,0
010,A006,INR,EUR,01.07.2018,80.2996,0,0
010,A006,INR,EUR,01.06.2018,79.1601,0,0
010,A006,INR,EUR,01.05.2018,79.8361,0,0
010,A006,INR,EUR,01.04.2018,80.6548,0,0
010,A006,INR,EUR,01.03.2018,80.2526,0,0
010,A006,INR,EUR,01.02.2018,79.5615,0,0
010,A006,INR,EUR,01.01.2018,77.6558,0,0
010,A006,INR,USD,01.02.2022,74.9719,0,0
010,A006,INR,USD,01.01.2022,74.444,0,0
010,A006,INR,USD,01.12.2021,75.3524,0,0
010,A006,INR,USD,01.11.2021,74.4736,0,0
010,A006,INR,USD,01.10.2021,74.9538,0,0
010,A006,INR,USD,01.09.2021,73.605,0,0
010,A006,INR,USD,01.08.2021,74.1245,0,0
010,A006,INR,USD,01.07.2021,74.5347,0,0
010,A006,INR,USD,01.06.2021,73.5755,0,0
010,A006,INR,USD,01.05.2021,73.2097,0,0
010,A006,INR,USD,01.04.2021,74.6459,0,0
010,A006,INR,USD,01.03.2021,72.8247,0,0
010,A006,INR,USD,01.02.2021,72.8029,0,0
010,A006,INR,USD,01.01.2021,73.1201,0,0
010,A006,INR,USD,01.12.2020,73.6327,0,0
010,A006,INR,USD,01.11.2020,74.2162,0,0
010,A006,INR,USD,01.10.2020,73.5355,0,0
010,A006,INR,USD,01.09.2020,73.5456,0,0
010,A006,INR,USD,01.07.2020,74.9224,0,0
010,A006,INR,USD,01.06.2020,75.7213,0,0
010,A006,INR,USD,01.05.2020,75.6741,0,0
010,A006,INR,USD,01.04.2020,76.2176,0,0
010,A006,INR,USD,01.03.2020,74.5264,0,0
010,A006,INR,USD,01.02.2020,71.5109,0,0
010,A006,INR,USD,01.01.2020,71.2896,0,0
010,A006,IQD,EUR,01.02.2022,1655.37,0,0
010,A006,IQD,EUR,01.01.2022,1651.42,0,0
010,A006,IQD,EUR,01.12.2021,1649.74,0,0
010,A006,IQD,EUR,01.11.2021,1665.39,0,0
010,A006,IQD,EUR,01.10.2021,1693.35,0,0
010,A006,IQD,EUR,01.09.2021,1718.06,0,0
010,A006,IQD,EUR,01.08.2021,1717.5,0,0
010,A006,IQD,EUR,01.07.2021,1724.8,0,0
010,A006,IQD,USD,01.02.2022,1459.52,0,0
010,A006,IQD,USD,01.01.2022,1459.57,0,0
010,A006,IQD,USD,01.12.2021,1459.46,0,0
010,A006,IQD,USD,01.11.2021,1459.07,0,0
010,A006,IQD,USD,01.10.2021,1459.6,0,0
010,A006,IQD,USD,01.09.2021,1459.65,0,0
010,A006,IQD,USD,01.08.2021,1459.0,0,0
010,A006,IQD,USD,01.07.2021,1459.0,0,0
010,A006,IRR,EUR,01.02.2022,47.7494,0,0
010,A006,IRR,EUR,01.01.2022,47.63394,0,0
010,A006,IRR,EUR,01.12.2021,47.58892,0,0
010,A006,IRR,EUR,01.11.2021,48.05313,0,0
010,A006,IRR,EUR,01.10.2021,48.84221,0,0
010,A006,IRR,EUR,01.09.2021,49.55304,0,0
010,A006,IRR,EUR,01.08.2021,49.55935,0,0
010,A006,IRR,EUR,01.07.2021,49.76985,0,0
010,A006,IRR,USD,01.02.2022,42.10002,0,0
010,A006,IRR,USD,01.01.2022,42.10002,0,0
010,A006,IRR,USD,01.12.2021,42.10002,0,0
010,A006,IRR,USD,01.11.2021,42.10002,0,0
010,A006,IRR,USD,01.10.2021,42.10002,0,0
010,A006,IRR,USD,01.09.2021,42.10002,0,0
010,A006,IRR,USD,01.08.2021,42.10002,0,0
010,A006,IRR,USD,01.07.2021,42.10002,0,0
010,A006,JOD,EUR,01.02.2022,0.8041,0,0
010,A006,JOD,EUR,01.01.2022,0.8022,0,0
010,A006,JOD,EUR,01.12.2021,0.8014,0,0
010,A006,JOD,EUR,01.11.2021,0.8093,0,0
010,A006,JOD,EUR,01.10.2021,0.8225,0,0
010,A006,JOD,EUR,01.09.2021,0.8345,0,0
010,A006,JOD,EUR,01.08.2021,0.8346,0,0
010,A006,JOD,EUR,01.07.2021,0.8382,0,0
010,A006,JOD,USD,01.02.2022,0.709,0,0
010,A006,JOD,USD,01.01.2022,0.709,0,0
010,A006,JOD,USD,01.12.2021,0.709,0,0
010,A006,JOD,USD,01.11.2021,0.709,0,0
010,A006,JOD,USD,01.10.2021,0.709,0,0
010,A006,JOD,USD,01.09.2021,0.709,0,0
010,A006,JOD,USD,01.08.2021,0.709,0,0
010,A006,JOD,USD,01.07.2021,0.709,0,0
010,A006,JPY,EUR,01.02.2022,0.13066,0,0
010,A006,JPY,EUR,01.01.2022,0.13001,0,0
010,A006,JPY,EUR,01.12.2021,0.1288,0,0
010,A006,JPY,EUR,01.11.2021,0.13012,0,0
010,A006,JPY,EUR,01.10.2021,0.13121,0,0
010,A006,JPY,EUR,01.09.2021,0.12966,0,0
010,A006,JPY,EUR,01.08.2021,0.12928,0,0
010,A006,JPY,EUR,01.07.2021,0.13035,0,0
010,A006,JPY,EUR,01.06.2021,0.13263,0,0
010,A006,JPY,EUR,01.05.2021,0.13257,0,0
010,A006,JPY,EUR,01.04.2021,0.13049,0,0
010,A006,JPY,EUR,01.03.2021,0.12938,0,0
010,A006,JPY,EUR,01.02.2021,0.12749,0,0
010,A006,JPY,EUR,01.01.2021,0.12631,0,0
